kind,source,symbol,guide,note
api,src/app/api/forms/analytics/jobs/recompute-daily/route.ts,,docs/engineering/runtime-surfaces.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/[occurrenceId]/cancel/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/[occurrenceId]/reject-resolution/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/[occurrenceId]/resolve/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/[occurrenceId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/[occurrenceId]/validate-resolution/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/export.csv/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/occurrences/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/results/[resultId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/results/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/retention-policies/[policyId]/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/retention-policies/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/seed/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
api,src/app/api/forms/analytics/summary/route.ts,,docs/engineering/flows/forms.md,Destino de investigacao; conferir metodo e ramo no handler.
